id	doi	title	author	journaltitle	volume	issue	pubdate	pagerange	publisher	type	reviewed-work	abstract
10.2307/2080606	10.2307/2080606	The Treatment of Family Issues in United States History Textbooks: General Thoughts and a Review of Several Examples	Linda Gordon	The Journal of American History	80	4	1994-03-01T00:00:00Z	pp. 1397-1407	Organization of American Historians	fla			
10.2307/2674921	10.2307/2674921	Historians Who Love Too Much: Reflections on Microhistory and Biography	Jill Lepore	The Journal of American History	88	1	2001-06-01T00:00:00Z	pp. 129-144	Organization of American Historians	fla			
10.2307/2952573	10.2307/2952573	Introduction	Michael Gordon, Lu Ann Jones	The Journal of American History	84	2	1997-09-01T00:00:00Z	pp. 581-582	Organization of American Historians	fla			
10.2307/2567405	10.2307/2567405	Mobilizing Women, Anticipating Abolition: The Struggle against Indian Removal in the 1830s	Mary Hershberger	The Journal of American History	86	1	1999-06-01T00:00:00Z	pp. 15-40	Organization of American Historians	fla			
10.2307/2568770	10.2307/2568770	Chatham County, Community at the Crossroads: A Southern/African American Oral History Seminar	Spencie Love	The Journal of American History	87	2	2000-09-01T00:00:00Z	pp. 614-621	Organization of American Historians	fla			
10.2307/3660359	10.2307/3660359	Document-Based Question: What Is the Historical Significance of the Advanced Placement Test?	Timothy A. Hacsi	The Journal of American History	90	4	2004-03-01T00:00:00Z	pp. 1392-1400	Organization of American Historians	fla			
10.2307/2079343	10.2307/2079343	Beggars Can't Be Choosers: Compulsion and Contract in Postbellum America	Amy Dru Stanley	The Journal of American History	78	4	1992-03-01T00:00:00Z	pp. 1265-1293	Organization of American Historians	fla			
10.2307/2567043	10.2307/2567043	The New Era of Mexican Migration to the United States	Jorge Durand, Douglas S. Massey, Emilio A. Parrado	The Journal of American History	86	2	1999-09-01T00:00:00Z	pp. 518-536	Organization of American Historians	fla			
10.2307/25095148	10.2307/25095148	After the Storms: Tradition and Change in Bayou La Batre	Frye Gaillard	The Journal of American History	94	3	2007-12-01T00:00:00Z	pp. 856-862	Organization of American Historians	fla			
10.2307/3659790	10.2307/3659790	Information, Markets, and Corruption: Transcontinental Railroads in the Gilded Age	Richard White	The Journal of American History	90	1	2003-06-01T00:00:00Z	pp. 19-43	Organization of American Historians	fla			
10.2307/2568766	10.2307/2568766	Voices from Vietnam: Veterans' Oral Histories in the Classroom	Patrick Hagopian	The Journal of American History	87	2	2000-09-01T00:00:00Z	pp. 593-601	Organization of American Historians	fla			
10.2307/2674920	10.2307/2674920	The Strike in the Temple of Consumption: Consumer Activism and Twentieth-Century American Political Culture	Lawrence B. Glickman	The Journal of American History	88	1	2001-06-01T00:00:00Z	pp. 99-128	Organization of American Historians	fla			
10.2307/3662859	10.2307/3662859	Insecure Equality: Louis Marshall, Henry Ford, and the Problem of Defamatory Antisemitism, 1920-1929	Victoria Saker Woeste	The Journal of American History	91	3	2004-12-01T00:00:00Z	pp. 877-905	Organization of American Historians	fla			
10.2307/2079869	10.2307/2079869	Employers and the Welfare State: The Role of Marion B. Folsom	Sanford M. Jacoby	The Journal of American History	80	2	1993-09-01T00:00:00Z	pp. 525-556	Organization of American Historians	fla			
10.2307/2081451	10.2307/2081451	Engaging the Past	Alice Almond Shrock, Randall Shrock	The Journal of American History	81	3	1994-12-01T00:00:00Z	pp. 1093-1098	Organization of American Historians	fla			
10.2307/2079709	10.2307/2079709	Minnesota A to Z	Clifford E. Clark, Jr.	The Journal of American History	80	1	1993-06-01T00:00:00Z	pp. 219-222	Organization of American Historians	fla			
10.2307/2081457	10.2307/2081457	Banality and Enigma	David A. Hollinger	The Journal of American History	81	3	1994-12-01T00:00:00Z	pp. 1152-1156	Organization of American Historians	fla			
10.2307/2568084	10.2307/2568084	Capitalism and Industrialization in New England, 1815-1845	Francois Weil	The Journal of American History	84	4	1998-03-01T00:00:00Z	pp. 1334-1354	Organization of American Historians	fla			
10.2307/2952902	10.2307/2952902	The Journal of American History and Its Readers	David Thelen	The Journal of American History	83	4	1997-03-01T00:00:00Z	pp. 1273-1281	Organization of American Historians	fla			
10.2307/2700395	10.2307/2700395	Finding "the More Satisfactory Type of Jurymen": Class and the Construction of Federal Juries, 1926-1954	M. Catherine Miller	The Journal of American History	88	3	2001-12-01T00:00:00Z	pp. 979-1005	Organization of American Historians	fla			
10.2307/2675102	10.2307/2675102	Conservatism, Nativism, and Slavery: Thomas R. Whitney and the Origins of the Know-Nothing Party	Bruce Levine	The Journal of American History	88	2	2001-09-01T00:00:00Z	pp. 455-488	Organization of American Historians	fla			
10.2307/2568260	10.2307/2568260	The Declaration of Independence in Poland	Jerzy Kutnik	The Journal of American History	85	4	1999-03-01T00:00:00Z	pp. 1385-1388	Organization of American Historians	fla			
10.2307/25095621	10.2307/25095621	Exploiting the North-South Differential: Corporate Power, Southern Politics, and the Decline of Organized Labor after World War II	Tami J. Friedman	The Journal of American History	95	2	2008-09-01T00:00:00Z	pp. 323-348	Organization of American Historians	fla			
10.2307/2568431	10.2307/2568431	From Slaves, Convicts, and Servants to Free Passengers: The Transformation of Immigration in the Era of the American Revolution	Aaron S. Fogleman	The Journal of American History	85	1	1998-06-01T00:00:00Z	pp. 43-76	Organization of American Historians	fla			
10.2307/40661829	10.2307/40661829	Balancing the Local and the Global: The American Civil War in Western Canadian Classrooms	Frank Towers	The Journal of American History	96	4	2010-03-01T00:00:00Z	pp. 1100-1103	Organization of American Historians	fla			
10.2307/25094599	10.2307/25094599	Military History, Democracy, and the Role of the Academy	Tami Davis Biddle	The Journal of American History	93	4	2007-03-01T00:00:00Z	pp. 1143-1145	Organization of American Historians	fla			
10.2307/25094605	10.2307/25094605	"Pivoting the Center": Diverse Surveys of American History	Gary J. Kornblith, Carol Lasser	The Journal of American History	93	4	2007-03-01T00:00:00Z	pp. 1163-1164	Organization of American Historians	fla			
10.2307/3663049	10.2307/3663049	Letters to the Editor	Gilbert S. Bahn, Richard F. Hill, Gerhard L. Weinberg, Gediminas Leonas, Elaine Allen Lechtreck	The Journal of American History	91	3	2004-12-01T00:00:00Z	pp. 1155-1158	Organization of American Historians	fla			
10.2307/41510311	10.2307/41510311	U.S. Oil Companies, the Nigerian Civil War, and the Origins of Opacity in the Nigerian Oil Industry	Kairn A. Klieman	The Journal of American History	99	1	2012-06-01T00:00:00Z	pp. 155-165	Organization of American Historians	fla			
10.2307/25095149	10.2307/25095149	What Does American History Tell Us about Katrina and Vice Versa?	Lawrence N. Powell	The Journal of American History	94	3	2007-12-01T00:00:00Z	pp. 863-876	Organization of American Historians	fla			
10.2307/25622474	10.2307/25622474	Circulating Race and Empire: Transnational Labor Activism and the Politics of Anti-Asian Agitation in the Anglo-American Pacific World, 1880-1910	Kornel Chang	The Journal of American History	96	3	2009-12-01T00:00:00Z	pp. 678-701	Organization of American Historians	fla			
10.2307/2674927	10.2307/2674927		David A. Zonderman	The Journal of American History	88	1	2001-06-01T00:00:00Z	pp. 162-166	Organization of American Historians	fla			
10.2307/2568252	10.2307/2568252	The Historian as Translator: An Introduction	Willi Paul Adams	The Journal of American History	85	4	1999-03-01T00:00:00Z	pp. 1283-1288	Organization of American Historians	fla			
10.2307/3659792	10.2307/3659792	Rethinking the Coming of the Civil War: A Counterfactual Exercise	Gary J. Kornblith	The Journal of American History	90	1	2003-06-01T00:00:00Z	pp. 76-105	Organization of American Historians	fla			
10.2307/25095129	10.2307/25095129	Through the Eye of Katrina: The Past as Prologue? An Introduction	Clarence L. Mohr, Lawrence N. Powell	The Journal of American History	94	3	2007-12-01T00:00:00Z	pp. 693-694	Organization of American Historians	fla			
10.2307/2081880	10.2307/2081880	Atlas of Historical County Boundaries	John H. Long	The Journal of American History	81	4	1995-03-01T00:00:00Z	pp. 1859-1863	Organization of American Historians	fla			
10.2307/3659968	10.2307/3659968	Patriot Acts: Public History in Public Service	James Oliver Horton	The Journal of American History	92	3	2005-12-01T00:00:00Z	pp. 801-810	Organization of American Historians	fla			
10.2307/2568268	10.2307/2568268	The Feminized Civil War: Gender, Northern Popular Literature, and the Memory of the War, 1861-1900	Alice Fahs	The Journal of American History	85	4	1999-03-01T00:00:00Z	pp. 1461-1494	Organization of American Historians	fla			
10.2307/4486241	10.2307/4486241	What's New? Don't Forget Capitol Hill	Kate Delaney	The Journal of American History	93	2	2006-09-01T00:00:00Z	pp. 437-440	Organization of American Historians	fla			
10.2307/2568092	10.2307/2568092	Mr. Yamamoto and Japanese Americans in New Jersey during World War II	Robert Shaffer	The Journal of American History	84	4	1998-03-01T00:00:00Z	pp. 1454-1456	Organization of American Historians	fla			
10.2307/2567755	10.2307/2567755	Interviewing a Close Friend, First Amendment Activist Frank Wilkinson	Dale E. Treleven	The Journal of American History	85	2	1998-09-01T00:00:00Z	pp. 611-619	Organization of American Historians	fla			
10.2307/2080410	10.2307/2080410	Organized Labor and the Struggle for Black Equality in Mobile during World War II	Bruce Nelson	The Journal of American History	80	3	1993-12-01T00:00:00Z	pp. 952-988	Organization of American Historians	fla			
10.2307/2568262	10.2307/2568262	The American Declaration of Independence in Russian: The History of Translation and the Translation of History	Marina A. Vlasova	The Journal of American History	85	4	1999-03-01T00:00:00Z	pp. 1399-1408	Organization of American Historians	fla			
10.2307/2953082	10.2307/2953082	The Meanings of Citizenship	Linda K. Kerber	The Journal of American History	84	3	1997-12-01T00:00:00Z	pp. 833-854	Organization of American Historians	fla			
10.2307/25094603	10.2307/25094603	Teetering on the Brink of Respectability	Ronald H. Spector	The Journal of American History	93	4	2007-03-01T00:00:00Z	pp. 1158-1160	Organization of American Historians	fla			
10.2307/27694734	10.2307/27694734	"The Specter of Environmentalism": Wilderness, Environmental Politics, and the Evolution of the New Right	James Morton Turner	The Journal of American History	96	1	2009-06-01T00:00:00Z	pp. 123-148	Organization of American Historians	fla			
10.2307/2080042	10.2307/2080042	Confessions of a British Americanist	Tony Badger	The Journal of American History	79	2	1992-09-01T00:00:00Z	pp. 515-523	Organization of American Historians	fla			
10.2307/2700392	10.2307/2700392	The High Cost of Living in the Progressives' Economy	Eric Rauchway	The Journal of American History	88	3	2001-12-01T00:00:00Z	pp. 898-924	Organization of American Historians	fla			
10.2307/3660708	10.2307/3660708	Judicial Conservatism and Protestant Faith: The Case of Justice David J. Brewer	Linda Przybyszewski	The Journal of American History	91	2	2004-09-01T00:00:00Z	pp. 471-496	Organization of American Historians	fla			
10.2307/2079700	10.2307/2079700	A Marble House Divided: The Lincoln Memorial, the Civil Rights Movement, and the Politics of Memory, 1939-1963	Scott A. Sandage	The Journal of American History	80	1	1993-06-01T00:00:00Z	pp. 135-167	Organization of American Historians	fla			
10.2307/2568436	10.2307/2568436	This is the Army: Imagining a Democratic Military in World War II	Benjamin L. Alpers	The Journal of American History	85	1	1998-06-01T00:00:00Z	pp. 129-163	Organization of American Historians	fla			
10.2307/2082186	10.2307/2082186	Crabgrass-Roots Politics: Race, Rights, and the Reaction against Liberalism in the Urban North, 1940-1964	Thomas J. Sugrue	The Journal of American History	82	2	1995-09-01T00:00:00Z	pp. 551-578	Organization of American Historians	fla			
10.2307/2080028	10.2307/2080028	Corrections		The Journal of American History	80	2	1993-09-01T00:00:00Z	p. 776	Organization of American Historians	fla			
10.2307/25094601	10.2307/25094601	In Search of the American Way of War: The Need for a Wider National and International Context	Marc Milner	The Journal of American History	93	4	2007-03-01T00:00:00Z	pp. 1151-1153	Organization of American Historians	fla			
10.2307/3659278	10.2307/3659278	Interchange: History in the Professional Schools	Susan E. Lederer, Jonathan Zimmerman, James L. Baughman, Catherine Brekus, Mary L. Dudziak, Nancy F. Koehn	The Journal of American History	92	2	2005-09-01T00:00:00Z	pp. 553-576	Organization of American Historians	fla			
10.2307/2945119	10.2307/2945119	Triumphal and Tragic Narratives of the War in Asia	John W. Dower	The Journal of American History	82	3	1995-12-01T00:00:00Z	pp. 1124-1135	Organization of American Historians	fla			
10.2307/2944948	10.2307/2944948	Cast upon the Shore: Oral History and New and New Scholarship on the Movements of the 1960s	Bret Eynon	The Journal of American History	83	2	1996-09-01T00:00:00Z	pp. 560-570	Organization of American Historians	fla			
10.2307/3659612	10.2307/3659612	The Costs of Brown: Black Teachers and School Integration	Adam Fairclough	The Journal of American History	91	1	2004-06-01T00:00:00Z	pp. 43-55	Organization of American Historians	fla			
10.2307/2080793	10.2307/2080793	"A Broad Fluid Language of Democracy": Discovering the American Idiom	Kenneth Cmiel	The Journal of American History	79	3	1992-12-01T00:00:00Z	pp. 913-936	Organization of American Historians	fla			
10.2307/4485894	10.2307/4485894	Enslaved Swimmers and Divers in the Atlantic World	Kevin Dawson	The Journal of American History	92	4	2006-03-01T00:00:00Z	pp. 1327-1355	Organization of American Historians	fla			
10.2307/2080036	10.2307/2080036	Which American Past for Congolese Audiences?	Honore Mobonda	The Journal of American History	79	2	1992-09-01T00:00:00Z	pp. 472-476	Organization of American Historians	fla			
10.2307/2675103	10.2307/2675103	Culture, Power, and Mission to Moscow: Film and Soviet-American Relations during World War II	Todd Bennett	The Journal of American History	88	2	2001-09-01T00:00:00Z	pp. 489-518	Organization of American Historians	fla			
10.2307/2953094	10.2307/2953094	The Furniture City.	Nancy L. Hanson	The Journal of American History	84	3	1997-12-01T00:00:00Z	pp. 1003-1009	Organization of American Historians	fla			
10.2307/2567048	10.2307/2567048	Mexico's Cultural Landscapes: A Conversation with Carlos Monsiváis	David Thelen	The Journal of American History	86	2	1999-09-01T00:00:00Z	pp. 613-622	Organization of American Historians	fla			
10.2307/2082195	10.2307/2082195	Did NAFTA Rewrite History? Recent Mexican Vies of the United States Past	Linda K. Salvucci	The Journal of American History	82	2	1995-09-01T00:00:00Z	pp. 643-647	Organization of American Historians	fla			
10.2307/40959765	10.2307/40959765	Smuggling, Globalization, and America's Outward State, 1870-1909	Andrew Wender Cohen	The Journal of American History	97	2	2010-09-01T00:00:00Z	pp. 371-398	Organization of American Historians	fla			
10.2307/25095623	10.2307/25095623	Still Coming to "Our" Senses: An Introduction	Mark M. Smith	The Journal of American History	95	2	2008-09-01T00:00:00Z	pp. 378-380	Organization of American Historians	fla			
10.2307/25095464	10.2307/25095464	Deist Monster: On Religious Common Sense in the Wake of the American Revolution	Christopher Grasso	The Journal of American History	95	1	2008-06-01T00:00:00Z	pp. 43-68	Organization of American Historians	fla			
10.2307/25094610	10.2307/25094610	Teaching "Straight" Gay and Lesbian History	Nancy C. Unger	The Journal of American History	93	4	2007-03-01T00:00:00Z	pp. 1192-1199	Organization of American Historians	fla			
10.2307/2081922	10.2307/2081922	Bridges and Boundaries: African Americans and American Jews	Giles R. Wright	The Journal of American History	82	1	1995-06-01T00:00:00Z	pp. 148-153	Organization of American Historians	fla			
10.2307/2079862	10.2307/2079862	Correction		The Journal of American History	80	1	1993-06-01T00:00:00Z	p. 369	Organization of American Historians	fla			
10.2307/2952899	10.2307/2952899	Wounds Not Scars: Lynching, the National Conscience, and the American Historian	Joel Williamson	The Journal of American History	83	4	1997-03-01T00:00:00Z	pp. 1221-1253	Organization of American Historians	fla			
10.2307/41510314	10.2307/41510314	Building America's First Offshore Oil Port: LOOP	Jason Theriot	The Journal of American History	99	1	2012-06-01T00:00:00Z	pp. 187-196	Organization of American Historians	fla			
10.2307/2567748	10.2307/2567748	Shifting Boundaries of Race and Ethnicity: Indian-Black Intermarriage in Southern New England, 1760-1880	Daniel R. Mandell	The Journal of American History	85	2	1998-09-01T00:00:00Z	pp. 466-501	Organization of American Historians	fla			
10.2307/2700390	10.2307/2700390	Cultures of Empire	Robert J. McMahon	The Journal of American History	88	3	2001-12-01T00:00:00Z	pp. 888-892	Organization of American Historians	fla			
10.2307/2700391	10.2307/2700391	Matters of Intimacy as Matters of State: A Response	Ann Laura Stoler	The Journal of American History	88	3	2001-12-01T00:00:00Z	pp. 893-897	Organization of American Historians	fla			
10.2307/41510119	10.2307/41510119	Rethinking American Conservatism: Toward a New Narrative	Donald T. Critchlow	The Journal of American History	98	3	2011-12-01T00:00:00Z	pp. 752-755	Organization of American Historians	fla			
10.2307/2081923	10.2307/2081923	The World of Coca-Cola	Neil Harris	The Journal of American History	82	1	1995-06-01T00:00:00Z	pp. 154-158	Organization of American Historians	fla			
10.2307/25094781	10.2307/25094781	The Times Square Kiss: Iconic Photography and Civic Renewal in U.S. Public Culture	Robert Hariman, John Louis Lucaites	The Journal of American History	94	1	2007-06-01T00:00:00Z	pp. 122-131	Organization of American Historians	fla			
10.2307/3660527	10.2307/3660527	Taiwan Expendable? Nixon and Kissinger Go to China	Nancy Bernkopf Tucker	The Journal of American History	92	1	2005-06-01T00:00:00Z	pp. 109-135	Organization of American Historians	fla			
10.2307/2080045	10.2307/2080045	The American Historian in Continental Europe: An Italian Perspective	Maurizio Vaudagna	The Journal of American History	79	2	1992-09-01T00:00:00Z	pp. 532-542	Organization of American Historians	fla			
10.2307/27694723	10.2307/27694723	Letters to the Editor	Roy Lechtreck, Christopher Grasso	The Journal of American History	95	4	2009-03-01T00:00:00Z	pp. 1261-1262	Organization of American Historians	fla			
10.2307/2081003	10.2307/2081003	Discovering America: The Peopling of Pennsylvania Common Ground: Philadelphia's Neighborhoods Crossroad: Center City Philadelphia	Alison Duncan Hirsch	The Journal of American History	81	1	1994-06-01T00:00:00Z	pp. 201-212	Organization of American Historians	fla			
10.2307/2953095	10.2307/2953095	Lower East Side Tenement Museum	Charles Hardy III	The Journal of American History	84	3	1997-12-01T00:00:00Z	pp. 1009-1013	Organization of American Historians	fla			
10.2307/2953086	10.2307/2953086	A Challenge to the Story of Popular Politics	Norma Basch	The Journal of American History	84	3	1997-12-01T00:00:00Z	pp. 900-903	Organization of American Historians	fla			
10.2307/2081434	10.2307/2081434	The Practice of American History	David Thelen	The Journal of American History	81	3	1994-12-01T00:00:00Z	pp. 933-960	Organization of American Historians	fla			
10.2307/40661833	10.2307/40661833	Teaching Secession and the Civil War in Scotland	Paul Quigley	The Journal of American History	96	4	2010-03-01T00:00:00Z	pp. 1123-1126	Organization of American Historians	fla			
10.2307/25095142	10.2307/25095142	The Disneyfication of New Orleans: The French Quarter as Facade in a Divided City	J. Mark Souther	The Journal of American History	94	3	2007-12-01T00:00:00Z	pp. 804-811	Organization of American Historians	fla			
10.2307/2567582	10.2307/2567582	In the Twilight Zone between Black and White: Japanese American Resettlement and Community in Chicago, 1942-1945	Charlotte Brooks	The Journal of American History	86	4	2000-03-01T00:00:00Z	pp. 1655-1687	Organization of American Historians	fla			
10.2307/41509053	10.2307/41509053	Why Historians Should Exercise Caution When Using the Word "Terrorism"	Ann Larabee	The Journal of American History	98	1	2011-06-01T00:00:00Z	pp. 106-110	Organization of American Historians	fla			
10.2307/25622301	10.2307/25622301	Lincoln's America 2.0	Edward L. Ayers	The Journal of American History	96	2	2009-09-01T00:00:00Z	pp. 441-446	Organization of American Historians	fla			
10.2307/2567417	10.2307/2567417	Between a Rock and a Hard Place: A History of American Sweatshops, 1820- Present	Richard Stott	The Journal of American History	86	1	1999-06-01T00:00:00Z	pp. 186-191	Organization of American Historians	fla			
10.2307/2945483	10.2307/2945483	New Museum at the John F. Kennedy Library	Andrew J. Rotter	The Journal of American History	83	1	1996-06-01T00:00:00Z	pp. 162-166	Organization of American Historians	fla			
10.2307/3660356	10.2307/3660356	Jack-in-the-Box Faith: The Religion Problem in Modern American History	Jon Butler	The Journal of American History	90	4	2004-03-01T00:00:00Z	pp. 1357-1378	Organization of American Historians	fla			
10.2307/2944941	10.2307/2944941	Reading Women/Women Reading: The Making of Learned Women in Antebellum America	Mary Kelley	The Journal of American History	83	2	1996-09-01T00:00:00Z	pp. 401-424	Organization of American Historians	fla			
10.2307/3660702	10.2307/3660702	Correction		The Journal of American History	92	1	2005-06-01T00:00:00Z	p. 335	Organization of American Historians	fla			
10.2307/2952727	10.2307/2952727	What We See and Can't See in the Past: Responses		The Journal of American History	84	2	1997-09-01T00:00:00Z	pp. 748-765	Organization of American Historians	fla			
10.2307/25095322	10.2307/25095322	"The Slightest Semblance of Unruliness": Steamboat Excursions, Pleasure Resorts, and the Emergence of Segregation Culture on the Potomac River	Andrew W. Kahrl	The Journal of American History	94	4	2008-03-01T00:00:00Z	pp. 1108-1136	Organization of American Historians	fla			
10.2307/2675100	10.2307/2675100	Stories, Games, and Deliberative Democracy	Daniel T. Rodgers	The Journal of American History	88	2	2001-09-01T00:00:00Z	pp. 444-452	Organization of American Historians	fla			
10.2307/2079345	10.2307/2079345	The Manly Pursuit of a Partnership between the Sexes: The Debate over YMCA Programs for Women and Girls, 1914-1933	Jodi Vandenberg-Daves	The Journal of American History	78	4	1992-03-01T00:00:00Z	pp. 1324-1346	Organization of American Historians	fla			
10.2307/3660879	10.2307/3660879	From Municipal Socialism to Public Authorities: Institutional Factors in the Shaping of American Public Enterprise	Gail Radford	The Journal of American History	90	3	2003-12-01T00:00:00Z	pp. 863-890	Organization of American Historians	fla			
10.2307/2944942	10.2307/2944942	The Origins of Gun Culture in the United States, 1760-1865	Michael A. Bellesiles	The Journal of American History	83	2	1996-09-01T00:00:00Z	pp. 425-455	Organization of American Historians	fla			
10.2307/3660710	10.2307/3660710	Flaunting the Freak Flag: Karr v. Schmidt and the Great Hair Debate in American High Schools, 1965-1975	Gael Graham	The Journal of American History	91	2	2004-09-01T00:00:00Z	pp. 522-543	Organization of American Historians	fla			
10.2307/2079872	10.2307/2079872	Oral Sources and Contemporary History: Dispelling Old Assumptions	Jane Sherron De Hart	The Journal of American History	80	2	1993-09-01T00:00:00Z	pp. 582-595	Organization of American Historians	fla			
10.2307/2568758	10.2307/2568758	Victoria Woodhull, Anthony Comstock, and Conflict over Sex in the United States in the 1870s	Helen Lefkowitz Horowitz	The Journal of American History	87	2	2000-09-01T00:00:00Z	pp. 403-434	Organization of American Historians	fla			
10.2307/41510122	10.2307/41510122	Now That Historians Know So Much about the Right, How Should We Best Approach the Study of Conservatism?	Lisa McGirr	The Journal of American History	98	3	2011-12-01T00:00:00Z	pp. 765-770	Organization of American Historians	fla			
10.2307/25622303	10.2307/25622303	Lincoln Reconsidered	Michael F. Holt	The Journal of American History	96	2	2009-09-01T00:00:00Z	pp. 451-455	Organization of American Historians	fla			
10.2307/4486242	10.2307/4486242	The Eastern European Scene	László Pordány	The Journal of American History	93	2	2006-09-01T00:00:00Z	pp. 441-447	Organization of American Historians	fla			
10.2307/2952743	10.2307/2952743	"Michigan in the Twentieth Century.	Craig R. Olson	The Journal of American History	84	1	1997-06-01T00:00:00Z	pp. 181-187	Organization of American Historians	fla			
10.2307/2700616	10.2307/2700616	A Modest Proposal: Less (Authority) Is More (Learning)	Michael Zuckerman	The Journal of American History	88	4	2002-03-01T00:00:00Z	pp. 1488-1493	Organization of American Historians	fla			
10.2307/2945305	10.2307/2945305	Unrest: Manorial Society and the Market in the Hudson Valley, 1780-1850	Martin Bruegel	The Journal of American History	82	4	1996-03-01T00:00:00Z	pp. 1393-1424	Organization of American Historians	fla			
10.2307/2945309	10.2307/2945309	"Speaking of Annihilation": Mobilizing for War Against Human and Insect Enemies, 1914-1945	Edmund P. Russell	The Journal of American History	82	4	1996-03-01T00:00:00Z	pp. 1505-1529	Organization of American Historians	fla			
10.2307/2945122	10.2307/2945122	Don't Get Weary: Enslaved African Americans in Eighteenth-Century Alexandria	Patrick Rael	The Journal of American History	82	3	1995-12-01T00:00:00Z	pp. 1149-1151	Organization of American Historians	fla			
10.2307/2567408	10.2307/2567408	The "Party Period" Revisited	Ronald P. Formisano	The Journal of American History	86	1	1999-06-01T00:00:00Z	pp. 93-120	Organization of American Historians	fla			
10.2307/3092347	10.2307/3092347	Constructing G.I. Joe Louis: Cultural Solutions to the "Negro Problem" during World War II	Lauren Rebecca Sklaroff	The Journal of American History	89	3	2002-12-01T00:00:00Z	pp. 958-983	Organization of American Historians	fla			
10.2307/2952904	10.2307/2952904	"Unceasing Pressure for Penetration": Gender, Pathology, and Emotion in George Kennan's Formation of the Cold War	Frank Costigliola	The Journal of American History	83	4	1997-03-01T00:00:00Z	pp. 1309-1339	Organization of American Historians	fla			
10.2307/2945647	10.2307/2945647	Voyages: Exploring the History of the St. Joseph Valley	Joseph C. Bigott	The Journal of American History	83	3	1996-12-01T00:00:00Z	pp. 952-955	Organization of American Historians	fla			
10.2307/27694565	10.2307/27694565	More than the Sum of Its Parts: Rethinking the History Curriculum	Scott E. Casper	The Journal of American History	95	4	2009-03-01T00:00:00Z	pp. 1092-1093	Organization of American Historians	fla			
10.2307/2674729	10.2307/2674729	Evolution for John Doe: Pictures, the Public, and the Scopes Trial Debate	Constance Areson Clark	The Journal of American History	87	4	2001-03-01T00:00:00Z	pp. 1275-1303	Organization of American Historians	fla			
10.2307/3660360	10.2307/3660360	Crazy for History	Sam Wineburg	The Journal of American History	90	4	2004-03-01T00:00:00Z	pp. 1401-1414	Organization of American Historians	fla			
10.2307/2567214	10.2307/2567214	Presidential Address: America's Diversity in Comparative Perspective	George M. Fredrickson	The Journal of American History	85	3	1998-12-01T00:00:00Z	pp. 859-875	Organization of American Historians	fla			
10.2307/3659603	10.2307/3659603	Letters to the Editor	Fred Greenbaum, LeRoy Ashby	The Journal of American History	90	2	2003-09-01T00:00:00Z	pp. 757-758	Organization of American Historians	fla			
10.2307/2079348	10.2307/2079348	The Case of the Premature Departure: The Trans-Mississippi West and American History Textbooks	Patricia Nelson Limerick	The Journal of American History	78	4	1992-03-01T00:00:00Z	pp. 1380-1394	Organization of American Historians	fla			
10.2307/27694563	10.2307/27694563	What Bandwagon? Diplomatic History Today	Jessica C. E. Gienow-Hecht	The Journal of American History	95	4	2009-03-01T00:00:00Z	pp. 1083-1086	Organization of American Historians	fla			
10.2307/2568602	10.2307/2568602	The Nationalization of Nature	Richard White	The Journal of American History	86	3	1999-12-01T00:00:00Z	pp. 976-986	Organization of American Historians	fla			
10.2307/41509225	10.2307/41509225	Letters to the Editor	Donald W. Rogers, Michael W. Reilly	The Journal of American History	98	1	2011-06-01T00:00:00Z	pp. 313-314	Organization of American Historians	fla			
10.2307/3660872	10.2307/3660872	Letters to the Editor	Bernard Sinsheimer, Allen Hunter, Henry Bass, Dorothy Sue Cobble, Robert L. Zangrando, Michael J. Marcely, Allan Peskin, Glenn C. Altschuler, Emma J. Lapsansky-Werner	The Journal of American History	91	2	2004-09-01T00:00:00Z	pp. 743-747	Organization of American Historians	fla			
10.2307/2567039	10.2307/2567039	Some Events in the History of Mexico and the Border		The Journal of American History	86	2	1999-09-01T00:00:00Z	pp. 453-455	Organization of American Historians	fla			
10.2307/2080797	10.2307/2080797	Disorientation and Reorientation: The American Landscape Discovered from the West	Patricia Nelson Limerick	The Journal of American History	79	3	1992-12-01T00:00:00Z	pp. 1021-1049	Organization of American Historians	fla			
10.2307/2081879	10.2307/2081879	Introduction	John Buenker	The Journal of American History	81	4	1995-03-01T00:00:00Z	p. 1858	Organization of American Historians	fla			
10.2307/41510114	10.2307/41510114	The Strike Imagined: The Atlantic and Interpretive Voyages of Robert Koehler's Painting "The Strike"	Christopher Phelps	The Journal of American History	98	3	2011-12-01T00:00:00Z	pp. 670-697	Organization of American Historians	fla			
10.2307/2568767	10.2307/2568767	Teaching the Past Through Oral History	Pattie Dillon	The Journal of American History	87	2	2000-09-01T00:00:00Z	pp. 602-605	Organization of American Historians	fla			
10.2307/2568437	10.2307/2568437	Textiles in America	Regina Lee Blaszczyk	The Journal of American History	85	1	1998-06-01T00:00:00Z	pp. 164-169	Organization of American Historians	fla			
10.2307/2568760	10.2307/2568760	Home Slackers: Men, the State, and Welfare in Modern America	Michael Willrich	The Journal of American History	87	2	2000-09-01T00:00:00Z	pp. 460-489	Organization of American Historians	fla			
10.2307/3660700	10.2307/3660700	Letters to the Editor	Robin Higham, Tim Matthewson, Alfred Hunt, Kathleen D. McCarthy, Lawrence J. Friedman, Richard I. Magat	The Journal of American History	92	1	2005-06-01T00:00:00Z	pp. 329-333	Organization of American Historians	fla			
