id	doi	title	author	journaltitle	volume	issue	pubdate	pagerange	publisher	type	reviewed-work	abstract
10.1086/531318	10.1086/531318	Notaries, Truth, and Consequences	Kathryn Burns	The American Historical Review	110	2	2005-04-01T00:00:00Z	pp. 350-379	American Historical Association, Oxford University Press	fla			
10.2307/2171069	10.2307/2171069	Collective Memory and Cultural History: Problems of Method	Alon Confino	The American Historical Review	102	5	1997-12-01T00:00:00Z	pp. 1386-1403	American Historical Association, Oxford University Press	fla			
10.1086/ahr.111.4.1315b	10.1086/ahr.111.4.1315b	Reviews	Bernard Sinsheimer	The American Historical Review	111	4	2006-10-01T00:00:00Z	p. 1315	American Historical Association, Oxford University Press	fla			
10.1086/530746	10.1086/530746	Other Books Received		The American Historical Review	109	3	2004-06-01T00:00:00Z	pp. 1034-1042	American Historical Association, Oxford University Press	fla			
10.2307/2650767	10.2307/2650767	Errata: Review of Books		The American Historical Review	103	3	1998-06-01T00:00:00Z	p. 1045	American Historical Association, Oxford University Press	fla			
10.1086/531117	10.1086/531117	<i>Errata: The United States, Western Europe and the Polish Crisis: International Relations in the Second World War</i>		The American Historical Review	109	5	2004-12-01T00:00:00Z	p. 1706	American Historical Association, Oxford University Press	fla			
10.2307/2650988	10.2307/2650988	Domesticity and Difference: Male Breadwinners, Working Women, and Colonial Citizenship in the 1945 Nigerian General Strike	Lisa A. Lindsay	The American Historical Review	104	3	1999-06-01T00:00:00Z	pp. 783-812	American Historical Association, Oxford University Press	fla			
10.1086/532289	10.1086/532289	Erratum: Reviews of Books		The American Historical Review	107	1	2002-02-01T00:00:00Z	p. 341	American Historical Association, Oxford University Press	fla			
10.1086/530930	10.1086/530930	True Crime: The Origins of Modern Sensationalism	Joy Wiltenburg	The American Historical Review	109	5	2004-12-01T00:00:00Z	pp. 1377-1404	American Historical Association, Oxford University Press	fla			
10.2307/2652224	10.2307/2652224	"Green Havoc": Panama Disease, Environmental Change, and Labor Process in the Central American Banana Industry	Steve Marquardt	The American Historical Review	106	1	2001-02-01T00:00:00Z	pp. 49-80	American Historical Association, Oxford University Press	fla			
10.1086/530554	10.1086/530554	On the Global Repercussions of East African Consumerism	Jeremy Prestholdt	The American Historical Review	109	3	2004-06-01T00:00:00Z	pp. 755-781	American Historical Association, Oxford University Press	fla			
10.2307/2167279	10.2307/2167279	Thinking about the Languages of Money and Race: A Response to Michael O'Malley, "Specie and Species"	Nell Irvin Painter	The American Historical Review	99	2	1994-04-01T00:00:00Z	pp. 396-404	American Historical Association, Oxford University Press	fla			
10.1086/532660	10.1086/532660	Other Books Received		The American Historical Review	107	3	2002-06-01T00:00:00Z	pp. 1008-1018	American Historical Association, Oxford University Press	fla			
10.1086/ahr.110.5.1362	10.1086/ahr.110.5.1362	A German Alabama in Africa: The Tuskegee Expedition to German Togo and the Transnational Origins of West African Cotton Growers	Andrew Zimmerman	The American Historical Review	110	5	2005-12-01T00:00:00Z	pp. 1362-1398	American Historical Association, Oxford University Press	fla			
10.1086/532496	10.1086/532496	Bringing the Natural World into History		The American Historical Review	107	3	2002-06-01T00:00:00Z	p. 797	American Historical Association, Oxford University Press	fla			
10.1086/ahr.111.4.1316	10.1086/ahr.111.4.1316	Reviews	Steven Beller	The American Historical Review	111	4	2006-10-01T00:00:00Z	pp. 1316-1317	American Historical Association, Oxford University Press	fla			
10.1086/530932	10.1086/530932	"A Muse for the Masses": Gender, Age, and Nation in France, Fin de Siecle	David M. Pomfret	The American Historical Review	109	5	2004-12-01T00:00:00Z	pp. 1439-1474	American Historical Association, Oxford University Press	fla			
10.2307/30223445	10.2307/30223445	A History of "Gender"	Joanne Meyerowitz	The American Historical Review	113	5	2008-12-01T00:00:00Z	pp. 1346-1356	American Historical Association, Oxford University Press	fla			
10.2307/2652223	10.2307/2652223	Gridded Lives: Why Kazakhstan and Montana are Nearly the Same Place	Kate Brown	The American Historical Review	106	1	2001-02-01T00:00:00Z	pp. 17-48	American Historical Association, Oxford University Press	fla			
10.1086/532848	10.1086/532848	Documents and Bibliographies		The American Historical Review	107	4	2002-10-01T00:00:00Z	pp. 1350-1352	American Historical Association, Oxford University Press	fla			
10.1086/532491	10.1086/532491	Communications	Ron Cantor, Alfred J. Rieber, John L. Harper, Joseph LaPalombara	The American Historical Review	107	2	2002-04-01T00:00:00Z	pp. 692-693	American Historical Association, Oxford University Press	fla			
10.1086/ahr.111.3.950b	10.1086/ahr.111.3.950b	Articles	Michael D. Bailey	The American Historical Review	111	3	2006-06-01T00:00:00Z	p. 950	American Historical Association, Oxford University Press	fla			
10.1086/532296	10.1086/532296	News, Public, Nation	Michael Schudson	The American Historical Review	107	2	2002-04-01T00:00:00Z	pp. 481-495	American Historical Association, Oxford University Press	fla			
10.2307/2171058	10.2307/2171058	Collected Essays		The American Historical Review	102	2	1997-04-01T00:00:00Z	pp. 597-611	American Historical Association, Oxford University Press	fla			
10.2307/2649966	10.2307/2649966	In Search of Alias Grace: On Writing Canadian Historical Fiction	Margaret Atwood	The American Historical Review	103	5	1998-12-01T00:00:00Z	pp. 1503-1516	American Historical Association, Oxford University Press	fla			
10.2307/2164774	10.2307/2164774	Did the Vienna Settlement Rest on a Balance of Power?	Paul W. Schroeder	The American Historical Review	97	3	1992-06-01T00:00:00Z	pp. 683-706	American Historical Association, Oxford University Press	fla			
10.2307/2165941	10.2307/2165941	The Folklore of Industrial Society: Popular Culture and Its Audiences	Lawrence W. Levine	The American Historical Review	97	5	1992-12-01T00:00:00Z	pp. 1369-1399	American Historical Association, Oxford University Press	fla			
10.2307/2166165	10.2307/2166165	Black Hair and Red Trousers: Gendering the Flesh in Medieval Japan	Hitomi Tonomura	The American Historical Review	99	1	1994-02-01T00:00:00Z	pp. 129-154	American Historical Association, Oxford University Press	fla			
10.2307/2167052	10.2307/2167052	Collected Essays		The American Historical Review	98	2	1993-04-01T00:00:00Z	pp. 622-636	American Historical Association, Oxford University Press	fla			
10.1086/ahr.110.5.1655	10.1086/ahr.110.5.1655	Communications		The American Historical Review	110	5	2005-12-01T00:00:00Z	pp. 1655-1656	American Historical Association, Oxford University Press	fla			
10.2307/2164540	10.2307/2164540	Anarchism, Political Participation, and Illiteracy in Barcelona Between 1934 and 1936	Mercedes Vilanova	The American Historical Review	97	1	1992-02-01T00:00:00Z	pp. 96-120	American Historical Association, Oxford University Press	fla			
10.2307/2650569	10.2307/2650569	Neither Machiavellian Moment nor Possessive Individualism: Commercial Society and the Defenders of the English Commonwealth	Steve Pincus	The American Historical Review	103	3	1998-06-01T00:00:00Z	pp. 705-736	American Historical Association, Oxford University Press	fla			
10.1086/530931	10.1086/530931	Emancipation and Empire: Reconstructing the Worldwide Web of Cotton Production in the Age of the American Civil War	Sven Beckert	The American Historical Review	109	5	2004-12-01T00:00:00Z	pp. 1405-1438	American Historical Association, Oxford University Press	fla			
10.2307/2170629	10.2307/2170629	Hong Kong: The Critical Phase, 1945-1949	Wm. Roger Louis	The American Historical Review	102	4	1997-10-01T00:00:00Z	pp. 1052-1084	American Historical Association, Oxford University Press	fla			
10.1086/529971	10.1086/529971	Amalgamation and Hypodescent: The Question of Ethnoracial Mixture in the History of the United States	David A. Hollinger	The American Historical Review	108	5	2003-12-01T00:00:00Z	pp. 1363-1390	American Historical Association, Oxford University Press	fla			
10.2307/2652226	10.2307/2652226	Introduction		The American Historical Review	106	1	2001-02-01T00:00:00Z	p. 106	American Historical Association, Oxford University Press	fla			
10.2307/2167550	10.2307/2167550	The Revolutionary Mission: American Enterprise in Cuba	Thomas F. O'Brien	The American Historical Review	98	3	1993-06-01T00:00:00Z	pp. 765-785	American Historical Association, Oxford University Press	fla			
10.1086/530145	10.1086/530145	Collected Essays		The American Historical Review	108	5	2003-12-01T00:00:00Z	pp. 1577-1583	American Historical Association, Oxford University Press	fla			
10.2307/2651812	10.2307/2651812	Bringing the Peasants Back In: Agrarian Themes in the Construction and Corrosion of Statist Historiography in Rwanda	David Newbury, Catharine Newbury	The American Historical Review	105	3	2000-06-01T00:00:00Z	pp. 832-877	American Historical Association, Oxford University Press	fla			
10.2307/2650983	10.2307/2650983	Erratum: The Deng Xiaoping Era: An Inquiry into the Fate of Chinese Socialism, 1978- 1994		The American Historical Review	103	1	1998-02-01T00:00:00Z	p. 333	American Historical Association, Oxford University Press	fla			
10.2307/2651613	10.2307/2651613	"A New World for Women"? Abortion Law Reform in Britain during the 1930s	Stephen Brooke	The American Historical Review	106	2	2001-04-01T00:00:00Z	pp. 431-459	American Historical Association, Oxford University Press	fla			
10.1086/ahr.111.4.1304	10.1086/ahr.111.4.1304	Other Books Received		The American Historical Review	111	4	2006-10-01T00:00:00Z	pp. 1304-1314	American Historical Association, Oxford University Press	fla			
10.1086/ahr.110.4.1325	10.1086/ahr.110.4.1325		Praveen Swami	The American Historical Review	110	4	2005-10-01T00:00:00Z	p. 1325	American Historical Association, Oxford University Press	fla			
10.1086/530146	10.1086/530146	Documents and Bibliographies		The American Historical Review	108	5	2003-12-01T00:00:00Z	pp. 1584-1586	American Historical Association, Oxford University Press	fla			
10.2307/2649573	10.2307/2649573	Of Lively Exchanges and Larger Perspectives	Jeremy Adelman, Stephen Aron	The American Historical Review	104	4	1999-10-01T00:00:00Z	pp. 1235-1239	American Historical Association, Oxford University Press	fla			
10.1086/533040	10.1086/533040	Documents and Bibliographies		The American Historical Review	107	5	2002-12-01T00:00:00Z	pp. 1695-1696	American Historical Association, Oxford University Press	fla			
10.1086/530560	10.1086/530560	Counterfactual History: A User's Guide	Martin Bunzl	The American Historical Review	109	3	2004-06-01T00:00:00Z	pp. 845-858	American Historical Association, Oxford University Press	fla			
10.2307/2167278	10.2307/2167278	Specie and Species: Race and the Money Question in Nineteenth-Century America	Michael O'Malley	The American Historical Review	99	2	1994-04-01T00:00:00Z	pp. 369-395	American Historical Association, Oxford University Press	fla			
10.2307/2651206	10.2307/2651206	Genocide, Barbaric Others, and the Violence of Categories: A Response to Omer Bartov: Reply	Omer Bartov	The American Historical Review	103	4	1998-10-01T00:00:00Z	pp. 1191-1194	American Historical Association, Oxford University Press	fla			
10.2307/2649962	10.2307/2649962	Structuring Provincial Imagination: The Rhetoric and Experience of Social Change in Eighteenth-Century New England	T. H. Breen, Timothy Hall	The American Historical Review	103	5	1998-12-01T00:00:00Z	pp. 1411-1439	American Historical Association, Oxford University Press	fla			
10.2307/30223437	10.2307/30223437	Communications	Lawrence S. Wittner, Belinda Davis, John J. Bukowczyk, François Furstenberg, Stephen A. Schuker, William A. R. Richardson, Nicholas Tracy, Jeff Lipkes, Maartje Abbenhuis	The American Historical Review	113	4	2008-10-01T00:00:00Z	pp. 1298-1303	American Historical Association, Oxford University Press	fla			
10.1086/532101	10.1086/532101	Strategies of Narrative Synthesis in American History	Thomas Bender	The American Historical Review	107	1	2002-02-01T00:00:00Z	pp. 129-153	American Historical Association, Oxford University Press	fla			
10.1086/529963	10.1086/529963	Collected Essays		The American Historical Review	108	4	2003-10-01T00:00:00Z	pp. 1264-1274	American Historical Association, Oxford University Press	fla			
10.2307/2169867	10.2307/2169867	The Agony and Romance of the American Left	Michael Kazin	The American Historical Review	100	5	1995-12-01T00:00:00Z	pp. 1488-1512	American Historical Association, Oxford University Press	fla			
10.2307/2166839	10.2307/2166839	Framing Discipline with Law: Problems and Promises of the Liberal State: Reply	Laura Engelstein	The American Historical Review	98	2	1993-04-01T00:00:00Z	pp. 376-381	American Historical Association, Oxford University Press	fla			
10.2307/2652438	10.2307/2652438	The Haitian Revolution	Franklin W. Knight	The American Historical Review	105	1	2000-02-01T00:00:00Z	pp. 103-115	American Historical Association, Oxford University Press	fla			
10.1086/533244	10.1086/533244	The Comaroffs out of Africa: A Reflection out of Oceania	Greg Dening	The American Historical Review	108	2	2003-04-01T00:00:00Z	pp. 471-478	American Historical Association, Oxford University Press	fla			
10.1086/529966	10.1086/529966	Communications	Serge Aberdam, Lynn Hunt, David Felix, T. O. Beidelman, Greg Dening, Manuel Sarkisyanz, Michael Seidman	The American Historical Review	108	4	2003-10-01T00:00:00Z	pp. 1285-1288	American Historical Association, Oxford University Press	fla			
10.1086/530333	10.1086/530333	Communications	Charles Tandy	The American Historical Review	109	1	2004-02-01T00:00:00Z	p. 314	American Historical Association, Oxford University Press	fla			
10.1086/ahr.111.2.405	10.1086/ahr.111.2.405	Talking Toads and Chinless Ghosts: The Politics of “Superstitious” Rumors in the People's Republic of China, 1961–1965	S. A. Smith	The American Historical Review	111	2	2006-04-01T00:00:00Z	pp. 405-427	American Historical Association, Oxford University Press	fla			
10.2307/2649772	10.2307/2649772	Down and Out and Female in Thirteenth-Century Paris	Sharon Farmer	The American Historical Review	103	2	1998-04-01T00:00:00Z	pp. 345-372	American Historical Association, Oxford University Press	fla			
10.2307/2168203	10.2307/2168203	Forgetting and Remembering: The French Revolution Then and Now	Lynn Hunt	The American Historical Review	100	4	1995-10-01T00:00:00Z	pp. 1119-1135	American Historical Association, Oxford University Press	fla			
10.1086/530337	10.1086/530337	South Atlantic Crossings: Fingerprints, Science, and the State in Turn-of-the-Century Argentina	Julia Rodriguez	The American Historical Review	109	2	2004-04-01T00:00:00Z	pp. 387-416	American Historical Association, Oxford University Press	fla			
10.2307/2650181	10.2307/2650181	Information and Economic History: How the Credit Market in Old Regime Paris Forces Us to Rethink the Transition to Capitalism	Philip T. Hoffman, Gilles Postel-Vinay, Jean-Laurent Rosenthal	The American Historical Review	104	1	1999-02-01T00:00:00Z	pp. 69-94	American Historical Association, Oxford University Press	fla			
10.2307/2171717	10.2307/2171717	Errata: Carmen Miranda: Bananas Is My Business		The American Historical Review	102	3	1997-06-01T00:00:00Z	p. 967	American Historical Association, Oxford University Press	fla			
10.1086/530559	10.1086/530559	Introduction		The American Historical Review	109	3	2004-06-01T00:00:00Z	p. 844	American Historical Association, Oxford University Press	fla			
10.2307/2649572	10.2307/2649572	Of Lethal Places and Lethal Essays	John R. Wunder, Pekka Hämäläinen	The American Historical Review	104	4	1999-10-01T00:00:00Z	pp. 1229-1234	American Historical Association, Oxford University Press	fla			
10.1086/ahr.110.4.1321	10.1086/ahr.110.4.1321			The American Historical Review	110	4	2005-10-01T00:00:00Z	p. 1321	American Historical Association, Oxford University Press	fla			
10.1086/ahr.110.3.925	10.1086/ahr.110.3.925	Other Books Received		The American Historical Review	110	3	2005-06-01T00:00:00Z	pp. 925-932	American Historical Association, Oxford University Press	fla			
10.2307/2168603	10.2307/2168603	Historical Truth: An Interview with Ken Burns	Thomas Cripps	The American Historical Review	100	3	1995-06-01T00:00:00Z	pp. 741-764	American Historical Association, Oxford University Press	fla			
10.2307/2171261	10.2307/2171261	Erratum: All This Is the Empire, I Told Myself': Australian Women's Voyages `Home' and the Articulation of Colonial Whiteness"		The American Historical Review	102	5	1997-12-01T00:00:00Z	p. 1629	American Historical Association, Oxford University Press	fla			
10.1086/ahr.111.2.xiii	10.1086/ahr.111.2.xiii	In This Issue		The American Historical Review	111	2	2006-04-01T00:00:00Z	pp. xiii-xv	American Historical Association, Oxford University Press	fla			
10.2307/2165726	10.2307/2165726	Intellectual History and Its Ways	Dominick LaCapra	The American Historical Review	97	2	1992-04-01T00:00:00Z	pp. 425-439	American Historical Association, Oxford University Press	fla			
10.1086/ahr.111.3.950	10.1086/ahr.111.3.950	Communications		The American Historical Review	111	3	2006-06-01T00:00:00Z	p. 950	American Historical Association, Oxford University Press	fla			
10.2307/2650369	10.2307/2650369	Trust, Pawnship, and Atlantic History: The Institutional Foundations of the Old Calabar Slave Trade	Paul E. Lovejoy, David Richardson	The American Historical Review	104	2	1999-04-01T00:00:00Z	pp. 333-355	American Historical Association, Oxford University Press	fla			
10.2307/2650572	10.2307/2650572	Defining Enemies, Making Victims: Germans, Jews, and the Holocaust	Omer Bartov	The American Historical Review	103	3	1998-06-01T00:00:00Z	pp. 771-816	American Historical Association, Oxford University Press	fla			
10.1086/532492	10.1086/532492	Erratum: Film Reviews		The American Historical Review	107	2	2002-04-01T00:00:00Z	p. 693	American Historical Association, Oxford University Press	fla			
10.2307/2169419	10.2307/2169419	History as Literature, Literature as History: Cagayous of Algiers	David Prochaska	The American Historical Review	101	3	1996-06-01T00:00:00Z	pp. 670-711	American Historical Association, Oxford University Press	fla			
10.1086/531122	10.1086/531122	A Historian's Brief Guide to New Museum Studies	Randolph Starn	The American Historical Review	110	1	2005-02-01T00:00:00Z	pp. 68-98	American Historical Association, Oxford University Press	fla			
10.2307/2166840	10.2307/2166840	Why Mammals are Called Mammals: Gender Politics in Eighteenth-Century Natural History	Londa Schiebinger	The American Historical Review	98	2	1993-04-01T00:00:00Z	pp. 382-411	American Historical Association, Oxford University Press	fla			
10.2307/2649568	10.2307/2649568	Regionalism, Area Studies, and the Accidents of Agency	Vicente L. Rafael	The American Historical Review	104	4	1999-10-01T00:00:00Z	pp. 1208-1220	American Historical Association, Oxford University Press	fla			
10.1086/ahr.110.5.1337	10.1086/ahr.110.5.1337	In the Grip of Sacred History	Dan Smail	The American Historical Review	110	5	2005-12-01T00:00:00Z	pp. 1337-1361	American Historical Association, Oxford University Press	fla			
10.2307/2649350	10.2307/2649350	Millenarian Slaves? The Santidade de Jaguaripe and Slave Resistance in the Americas	Alida C. Metcalf	The American Historical Review	104	5	1999-12-01T00:00:00Z	pp. 1531-1559	American Historical Association, Oxford University Press	fla			
10.1086/533240	10.1086/533240	Beyond Markets and Hierarchies: Toward a New Synthesis of American Business History	Naomi R. Lamoreaux, Daniel M. G. Raff, Peter Temin	The American Historical Review	108	2	2003-04-01T00:00:00Z	pp. 404-433	American Historical Association, Oxford University Press	fla			
10.1086/533407	10.1086/533407	Communications		The American Historical Review	108	2	2003-04-01T00:00:00Z	pp. 645-648	American Historical Association, Oxford University Press	fla			
10.1086/531315	10.1086/531315	Communications	Joan Leopold, Jonathon Glassman	The American Historical Review	110	1	2005-02-01T00:00:00Z	pp. 283-284	American Historical Association, Oxford University Press	fla			
10.2307/2166381	10.2307/2166381	The German and Catalan Peasant Revolts	Paul Freedman	The American Historical Review	98	1	1993-02-01T00:00:00Z	pp. 39-54	American Historical Association, Oxford University Press	fla			
10.1086/533234	10.1086/533234	Collected Essays		The American Historical Review	108	1	2003-02-01T00:00:00Z	pp. 316-319	American Historical Association, Oxford University Press	fla			
10.2307/2165945	10.2307/2165945	Levine Responds	Lawrence W. Levine	The American Historical Review	97	5	1992-12-01T00:00:00Z	pp. 1427-1430	American Historical Association, Oxford University Press	fla			
10.1086/532292	10.1086/532292	Introduction	Patrick Manning	The American Historical Review	107	2	2002-04-01T00:00:00Z	pp. 419-424	American Historical Association, Oxford University Press	fla			
10.1086/ahr.111.5.1403	10.1086/ahr.111.5.1403	Conjuring the Modern in Africa: Durability and Rupture in Histories of Public Healing between the Great Lakes of East Africa	David L. Schoenbrun	The American Historical Review	111	5	2006-12-01T00:00:00Z	pp. 1403-1439	American Historical Association, Oxford University Press	fla			
10.2307/2171506	10.2307/2171506	Reclaiming the Land of the Bible: Missionaries, Secularism, and Evangelical Modernity	Ussama Makdisi	The American Historical Review	102	3	1997-06-01T00:00:00Z	pp. 680-713	American Historical Association, Oxford University Press	fla			
10.1086/532849	10.1086/532849	Other Books Received		The American Historical Review	107	4	2002-10-01T00:00:00Z	pp. 1353-1366	American Historical Association, Oxford University Press	fla			
10.1086/529974	10.1086/529974	Tiger Woods Is Not the End of History: Or, Why Sex across the Color Line Won't Save Us All	Henry Yu	The American Historical Review	108	5	2003-12-01T00:00:00Z	pp. 1406-1414	American Historical Association, Oxford University Press	fla			
10.2307/4136797	10.2307/4136797	Communications	Ronald J. Grele	The American Historical Review	112	2	2007-04-01T00:00:00Z	p. 651	American Historical Association, Oxford University Press	fla			
10.1086/ahr.111.4.1302	10.1086/ahr.111.4.1302	Documents and Bibliographies		The American Historical Review	111	4	2006-10-01T00:00:00Z	pp. 1302-1303	American Historical Association, Oxford University Press	fla			
10.2307/2651616	10.2307/2651616	The Fates of Human Societies: A Review of Recent Macrohistories	Gale Stokes	The American Historical Review	106	2	2001-04-01T00:00:00Z	pp. 508-525	American Historical Association, Oxford University Press	fla			
10.2307/2169221	10.2307/2169221	Welfare	John H. Coatsworth	The American Historical Review	101	1	1996-02-01T00:00:00Z	pp. 1-12	American Historical Association, Oxford University Press	fla			
10.2307/2650766	10.2307/2650766	Errata: Down and Out and Female in Thirteenth-Century Paris		The American Historical Review	103	3	1998-06-01T00:00:00Z	p. 1045	American Historical Association, Oxford University Press	fla			
10.2307/40007297	10.2307/40007297	Before Race Mattered: Geographies of the Color Line in Early Colonial Madras and New York	Carl H. Nightingale	The American Historical Review	113	1	2008-02-01T00:00:00Z	pp. 48-71	American Historical Association, Oxford University Press	fla			
10.2307/2170618	10.2307/2170618	Collected Essays		The American Historical Review	101	2	1996-04-01T00:00:00Z	pp. 603-612	American Historical Association, Oxford University Press	fla			
10.2307/2169005	10.2307/2169005	The Great Reform Act of 1832 and the Political Modernization of England	John A. Phillips, Charles Wetherell	The American Historical Review	100	2	1995-04-01T00:00:00Z	pp. 411-436	American Historical Association, Oxford University Press	fla			
10.1086/ahr.111.3.942	10.1086/ahr.111.3.942	Documents and Bibliographies		The American Historical Review	111	3	2006-06-01T00:00:00Z	pp. 942-943	American Historical Association, Oxford University Press	fla			
10.2307/30223244	10.2307/30223244	Crisis, Chronology, and the Shape of European Social History	Jonathan Dewald	The American Historical Review	113	4	2008-10-01T00:00:00Z	pp. 1031-1052	American Historical Association, Oxford University Press	fla			
10.2307/2650573	10.2307/2650573	Gender, Consumption, and Commodity Culture	Mary Louise Roberts	The American Historical Review	103	3	1998-06-01T00:00:00Z	pp. 817-844	American Historical Association, Oxford University Press	fla			
10.2307/2169004	10.2307/2169004	Etiquette, Lynching, and Racial Boundaries in Southern History: A Mississippi Example	J. William Harris	The American Historical Review	100	2	1995-04-01T00:00:00Z	pp. 387-410	American Historical Association, Oxford University Press	fla			
10.1086/530558	10.1086/530558	Rethinking Agency, Recovering Voices	Cornelia Hughes Dayton	The American Historical Review	109	3	2004-06-01T00:00:00Z	pp. 827-843	American Historical Association, Oxford University Press	fla			
10.2307/2164780	10.2307/2164780	Challenging Sexual Discrimination in the Historical Profession: Women Historians and the American Historical Association, 1890-1940	Jacqueline Goggin	The American Historical Review	97	3	1992-06-01T00:00:00Z	pp. 769-802	American Historical Association, Oxford University Press	fla			
10.2307/2652435	10.2307/2652435	Crossers of the Sea: Slaves, Freedmen, and other Migrants in the Northwestern Indian Ocean, c. 1750-1914	Janet J. Ewald	The American Historical Review	105	1	2000-02-01T00:00:00Z	pp. 69-91	American Historical Association, Oxford University Press	fla			
10.2307/2169856	10.2307/2169856	Collected Essays		The American Historical Review	101	4	1996-10-01T00:00:00Z	pp. 1323-1335	American Historical Association, Oxford University Press	fla			
10.1086/532495	10.1086/532495	Ottoman Orientalism	Ussama Makdisi	The American Historical Review	107	3	2002-06-01T00:00:00Z	pp. 768-796	American Historical Association, Oxford University Press	fla			
10.1086/ahr.111.3.631	10.1086/ahr.111.3.631	Big Hair: A Wig History of Consumption in Eighteenth‐Century France	Michael Kwass	The American Historical Review	111	3	2006-06-01T00:00:00Z	pp. 631-659	American Historical Association, Oxford University Press	fla			
10.1086/ahr.111.3.952	10.1086/ahr.111.3.952	Reviews	Ifi Amadiume	The American Historical Review	111	3	2006-06-01T00:00:00Z	p. 952	American Historical Association, Oxford University Press	fla			
10.1086/ahr.111.3.951a	10.1086/ahr.111.3.951a	Reviews	Alison Games	The American Historical Review	111	3	2006-06-01T00:00:00Z	p. 951	American Historical Association, Oxford University Press	fla			
10.2307/2170623	10.2307/2170623	Errata: Book Review		The American Historical Review	101	2	1996-04-01T00:00:00Z	p. 629	American Historical Association, Oxford University Press	fla			
10.2307/2167286	10.2307/2167286	The Contact of Cultures: Perspectives on the Quincentenary	Ida Altman, Reginald D. Butler	The American Historical Review	99	2	1994-04-01T00:00:00Z	pp. 478-503	American Historical Association, Oxford University Press	fla			
10.2307/2651809	10.2307/2651809	"Western Civ" and the Staging of History in American Higher Education	Daniel A. Segal	The American Historical Review	105	3	2000-06-01T00:00:00Z	pp. 770-805	American Historical Association, Oxford University Press	fla			
10.2307/2168601	10.2307/2168601	Turnerians All: The Dream of a Helpful History in an Intelligible World	Patricia Nelson Limerick	The American Historical Review	100	3	1995-06-01T00:00:00Z	pp. 697-716	American Historical Association, Oxford University Press	fla			
10.1086/532847	10.1086/532847	Collected Essays		The American Historical Review	107	4	2002-10-01T00:00:00Z	pp. 1339-1349	American Historical Association, Oxford University Press	fla			
10.2307/2170627	10.2307/2170627	"All This Is the Empire, I Told Myself": Australian Women's Voyages "Home" and the Articulation of Colonial Whiteness	Angela Woollacott	The American Historical Review	102	4	1997-10-01T00:00:00Z	pp. 1003-1029	American Historical Association, Oxford University Press	fla			
10.2307/2169420	10.2307/2169420	The Dancing Lamas of Everest: Cinema, Orientalism, and Anglo-Tibetan Relations in the 1920s	Peter H. Hansen	The American Historical Review	101	3	1996-06-01T00:00:00Z	pp. 712-747	American Historical Association, Oxford University Press	fla			
10.2307/40007103	10.2307/40007103	The Core and Peripheries of Our National Narratives: A Response from IH-35	Jorge Cañizares-Esguerra	The American Historical Review	112	5	2007-12-01T00:00:00Z	pp. 1423-1431	American Historical Association, Oxford University Press	fla			
10.1086/530551	10.1086/530551	Erratum: Generations of Captivity: A History of African-American Slaves		The American Historical Review	109	2	2004-04-01T00:00:00Z	p. 681	American Historical Association, Oxford University Press	fla			
10.1086/532295	10.1086/532295	Modern Inequality and Early Modernity: A Comment for the AHR on Articles by R. Bin Wong and Kenneth Pomeranz	David Ludden	The American Historical Review	107	2	2002-04-01T00:00:00Z	pp. 470-480	American Historical Association, Oxford University Press	fla			
10.1086/530151	10.1086/530151	The Flaneur, the Badaud, and the Making of a Mass Public in France, circa 1860-1910	Gregory Shaya	The American Historical Review	109	1	2004-02-01T00:00:00Z	pp. 41-77	American Historical Association, Oxford University Press	fla			
10.2307/2652218	10.2307/2652218	Errata: Hallmarks of Humanism: Hygiene and Love of Homeland in Qajar Iran		The American Historical Review	105	5	2000-12-01T00:00:00Z	p. 1872	American Historical Association, Oxford University Press	fla			
10.1086/530330	10.1086/530330	Collected Essays		The American Historical Review	109	1	2004-02-01T00:00:00Z	pp. 299-306	American Historical Association, Oxford University Press	fla			
10.2307/40006669	10.2307/40006669	The Western Question: The Geopolitics of Latin American Independence	Rafe Blaufarb	The American Historical Review	112	3	2007-06-01T00:00:00Z	pp. 742-763	American Historical Association, Oxford University Press	fla			
10.2307/2165943	10.2307/2165943	Toward Mixtures and Margins	Natalie Zemon Davis	The American Historical Review	97	5	1992-12-01T00:00:00Z	pp. 1409-1416	American Historical Association, Oxford University Press	fla			
10.1086/530748	10.1086/530748	<i>Errata to Horn and Sheller</i>		The American Historical Review	109	3	2004-06-01T00:00:00Z	p. 1044	American Historical Association, Oxford University Press	fla			
10.1086/532498	10.1086/532498	Worrying about Emotions in History	Barbara H. Rosenwein	The American Historical Review	107	3	2002-06-01T00:00:00Z	pp. 821-845	American Historical Association, Oxford University Press	fla			
10.1086/ahr.111.3.xiii	10.1086/ahr.111.3.xiii	In This Issue		The American Historical Review	111	3	2006-06-01T00:00:00Z	pp. xiii-xv	American Historical Association, Oxford University Press	fla			
10.1086/530338	10.1086/530338	Eurasian Eclipse: Japan's End Game in World War II	Yukiko Koshiro	The American Historical Review	109	2	2004-04-01T00:00:00Z	pp. 417-444	American Historical Association, Oxford University Press	fla			
10.1086/ahr.110.5.1399	10.1086/ahr.110.5.1399	“National Spain Invites You”: Battlefield Tourism during the Spanish Civil War	Sandie Holguín	The American Historical Review	110	5	2005-12-01T00:00:00Z	pp. 1399-1426	American Historical Association, Oxford University Press	fla			
