id	doi	title	author	journaltitle	volume	issue	pubdate	pagerange	publisher	type	reviewed-work	abstract
10.2307/40264174	10.2307/40264174	George Canning and the Spanish Question, September 1822 to March 1823	Norihito Yamada	The Historical Journal	52	2	2009-06-01T00:00:00Z	pp. 343-362	Cambridge University Press	fla		Harold Temperley's The foreign policy of Canning, 1822-1827 (1925) has been widely acknowledged as the standard work on George Canning's foreign policy in 1822-7. Since its publication, historians have accepted its central theme: that the principal aim of Canning's foreign policy in 1822-7 was to destroy the post-1815 system of great-power concert in Europe. Temperley's book is remarkable for its consistency, and his account of Canning's policy with regard to the Spanish crisis of 1822-3-that Canning's main concern was not to prevent foreign intervention in Spain, but to weaken the power and authority of the Concert of Europe by exploiting differences among the European allies over the question of Spain -is certainly consistent with its central theme. This article re-examines Canning's diplomacy on the Spanish question from the start of his second tenure in the foreign office to the French invasion of Spain, and contends that its reality fits neither Temperley's account of this particular subject nor his general thesis on Canning's foreign policy. A careful examination of Canning's early diplomacy indicates that its primary object was to prevent foreign military intervention in Spain, and that it was not influenced by a supposed dislike of great-power concert.	
10.2307/40543494	10.2307/40543494	Making Sense of "Race" in the History Classroom: A Literary Approach	Bárbara C. Cruz, James A. Duplass	The History Teacher	42	4	2009-08-01T00:00:00Z	pp. 425-440	Society for History Education	fla			
10.2307/20685393	10.2307/20685393	'INVISIBLE DEATHS, SILENT DEATHS': 'BODIES WITHOUT MASTERS' IN REPUBLICAN SHANGHAI	Christian Henriot	Journal of Social History	43	2	2009-12-01T00:00:00Z	pp. 407-437	Oxford University Press	fla		This paper is a study of death in Republican Shanghai with a focus on the issue of exposed corpses and abandoned coffins. Throughout the republican period and into the early years of the PRC, exposed corpses were collected daily in the streets of the city. A huge proportion of them were children. Shanghai was like a gigantic funnel that swallowed up lives by the hundreds or thousands every year, even in times of peace. The first part of the paper attempts to assess the extent of this phenomenon and to examine its main causes, as well as the discourses it generated. There was a huge gap between the scale of this tragedy and its social "invisibility." Taking care of the poor and destitute became a major feature of the work of the benevolent societies. In Shanghai, some associations eventually concentrated on collecting unclaimed bodies and establishing cemeteries where they could be buried after a proper ceremony. Finally, the outbreak of hostilities in 1937 in Shanghai magnified the problems to such an extent that the local authorities were compelled for the first time to get involved in the management of death and regulate the treatment and movement of the dead bodies.	
10.2307/25643862	10.2307/25643862	FINANCE, LOCALISM, AND MILITARY REPRESENTATION IN THE ARMY OF THE EARL OF ESSEX (JUNE—DECEMBER 1642)	AARON GRAHAM	The Historical Journal	52	4	2009-12-01T00:00:00Z	pp. 879-898	Cambridge University Press	fla		Work on the 'county community' during the English Civil War, and tensions between centre and periphery, has focused exclusively upon forms of political and cultural representation. However, this article argues that local communities also sought to achieve agency within the wider war effort by lobbying for military representation. In return for financial contributions, supporters wanted an 'interest' in the units they raised, mainly through control over the nomination of officers. The history of the army of the earl of Essex between June and December 1642 indicates the financial consequences of neglecting such military representation. Its structure dissolved particularist interests, orientating the army towards the pursuit of a national strategy, but this gave local supporters no confidence that their concerns were being represented. The result was an assertion of localism, a decline in donations, and a financial crisis within the army.	
10.2307/40543671	10.2307/40543671	World History and Global Consciousness: A Case Study in the Scholarship of Teaching and Learning	James A. Quirin	The History Teacher	42	2	2009-02-01T00:00:00Z	pp. 159-175	Society for History Education	fla			
10.2307/40603093	10.2307/40603093	Lancelot Threlkeld, Biraban, and the Colonial Bible in Australia	HILARY M. CAREY	Comparative Studies in Society and History	52	2	2010-04-01T00:00:00Z	pp. 447-478	Cambridge University Press	fla			
10.2307/27696480	10.2307/27696480	Divine Madness: The Dilemma of Religious Scruples in Twentieth-Century America and Britain	Joanna Bourke	Journal of Social History	42	3	2009-04-01T00:00:00Z	pp. 581-603	Oxford University Press	fla		Religious scruples were a major problem within Roman Catholic circles until the late twentieth century. This article traces the shift from the cure of scruples being seen as the responsibility of religious advisers to them being labled an obsessional-compulsive disorder. Whether penitent or patient, the clash between revelationary truths and scientific ones had a profound impact on sufferers of scrupulosity. There was, however, no clean shift between the Age of Religiosity to the Age of Neurosis: rather, there was an interaction between the two professions, with spiritual advisers proving themselves to be willing to relinquish their grip on the soul while psychiatrists paid their respect to the power of faith.	
10.2307/20543008	10.2307/20543008	The Treasury, Britain's Postwar Reconstruction, and the Industrial Intervention of the Bank of England, 1921-9	Valerio Cerretano	The Economic History Review	62	s1	2009-08-01T00:00:00Z	pp. 80-100	Economic History Society, Wiley	fla		This article describes how the Trade Facilities Act and the liquidation of certain government-owned assets spurred the industrial intervention of the Bank of England in the 1920s. What emerges is that the Treasury had a much greater role in the Bank of England's industrial intervention than has been hitherto suggested. This article places the theme of the Bank of England's industrial intervention within broader discussions about Treasury history and Britain's postwar reconstruction, and refines the argument that the original involvement of the Bank of England with industry merely represented an extension of its prewar operations of branch banking and its duties as a central bank.	
10.2307/40264160	10.2307/40264160	Agricultural Labour and the Contested Nature of Women's Work in Interwar England and Wales	Nicola Verdon	The Historical Journal	52	1	2009-03-01T00:00:00Z	pp. 109-130	Cambridge University Press	fla		This article uses a case-study of agriculture to explore the range of anxieties and contradictions surrounding women's work in the interwar period. National statistics are shown to be inconsistent and questionable, raising questions for historians reliant on official data, but they point to regional variation as the continuous deflningfeature of female labour force participation. Looking beyond the quantitative data a distinction emerges between traditional work on the land and processes. The article shows that women workers in agriculture provoked vigorous debate among a range of interest groups about the scale, nature, and suitability of this work. These groups, such as the National Federation of Women's Institutes, the Women's Farm and Garden Association, and the National Union of Agricultural Workers represented a range of social classes and outlooks, and had diverse agendas underpinning their interest. Consequently women's agricultural labour is exposed as a site of class and gender conflict, connecting to wider economic and cultural tensions surrounding the place of women in interwar society.	
10.2307/40263927	10.2307/40263927	Determinants of Primary Schooling in British India	Latika Chaudhary	The Journal of Economic History	69	1	2009-03-01T00:00:00Z	pp. 269-302	Cambridge University Press, Economic History Association	fla		Using a new historical data set on the availability of schools, I analyze why there was so little primary education in British India, where as late as 1911 there were fewer than three primary schools for every ten villages. The findings show that greater caste and religious diversity contributed to both low and misguided private spending. Indeed more diverse districts had fewer privately managed primary schools and a smaller ratio of primary to secondary schools. Given primary schools were correlated with subsequent literacy, local factors that disrupted primary school provision had important consequences for India's limited achievement in basic education.	
10.2307/25478812	10.2307/25478812	The Impact of the "Universal Declaration of Human Rights" on the Study of History	Antoon De Baets	History and Theory	48	1	2009-02-01T00:00:00Z	pp. 20-43	Wesleyan University, Wiley	fla		There is perhaps no text with a broader impact on our lives than the 1948 "Universal Declaration of Human Rights" (UDHR). It is strange, therefore, that historians have paid so little attention to the "UDHR". I argue that its potential impact on the study of history is profound. After asking whether the "UDHR" contains a general view of history, I address the consequences of the "UDHR" for the rights and duties of historians, and explain how it deals with their subjects of study. I demonstrate that the "UDHR" is a direct source of five important rights for historians: the rights to free expression and information, to meet and found associations, to intellectual property, to academic freedom, and to silence. It is also an indirect source of three duties for historians: the duties to produce expert knowledge about the past, to disseminate it, and to teach about it. I discuss the limits to, and conflicts among, these rights and duties. The "UDHR" also has an impact on historians' subjects of study: I argue that the "UDHR" applies to the living but not to the dead, and that, consequently, it is a compass for studying recent rather than remote historical injustice. Nevertheless, and although it is itself silent about historians' core duties to find and tell the truth, the "UDHR" firmly supports an emerging imprescriptible right to the truth, which in crucial respects is nothing less than a right to history. If the "UDHR" is a "Magna Carta of all men everywhere," it surely is one for all historians.	
10.2307/40264180	10.2307/40264180	The Recent Historiography of American Neoconservatism	Brandon High	The Historical Journal	52	2	2009-06-01T00:00:00Z	pp. 475-491	Cambridge University Press	fla		This article surveys the literature on American neoconservatism since 1979, emphasizing those monographs which include assessments of developments in neoconservatism since 1995. It analyses the origins of neoconservatism in the anti-Stalinist Left and in the ideological divisions of the Democratic party. It assesses the position of neoconservatism in the American conservative tradition and its influence on Republican party policy. It places neoconservatism within the broader context of American foreign and domestic policy. It examines the emergence of networks of support which have sustained neoconservatives as a group of policy intellectuals independent of universities. It concludes by asking whether neoconservatism can be productively viewed as an expression of American ethnic politics, in particular as a response to the varying guises which anti-Semitism has assumed in the United States. The article asserts that, although commentators on neoconservatism from varying ideological standpoints have avoided the question of the neoconservatives 3 ethnicity, it offers a plausible explanation for the protean nature and apparent inconsistency of neoconservatism over the last forty years.	
10.2307/40865668	10.2307/40865668	THE PURITAN PARADIGM OF ENGLISH POLITICS, 1558-1642	NICHOLAS TYACKE	The Historical Journal	53	3	2010-09-01T00:00:00Z	pp. 527-550	Cambridge University Press	fla		Traditionally puntanism has been treated as a religious phenomenon that only impinged on the world ofthat ' secular' politics to a limited extent and mainly in relation to church reform. Such an approach, however, is to employ a misleadingly nanow definition which ignores the existence of a much more all-embracing puntan political vision traceable from the mid-sixteenth century. First clearly articulated by some of the Manan exiles, this way of thinking interpreted the Bible as a manifesto against tyranny whether in church or state. Under the successive regimes of Elizabeth I, James I, and Charles I, puntans can be found who continued to judge the actions of government by the same biblical cntenon, which also helps to explain among other things their prominence in opposing unparliamentary taxation. Puntan ideology itself was transmitted down the generations partly via a complex of family alliances, underpinned by teaching and preaching, and thu in turn provided a basis for political organization. Moreover, the undiminished radical potential of puntanism is evident from responses to the assassination of Buckingham in 1628. Given these antecedents the subsequent resort to Civil War appears less surpnsing than histonans often claim.	
10.2307/25580931	10.2307/25580931	Buffers, Not Brethren: Young Turk Military Policy in the First World War and the Myth of Panturanism	Michael A. Reynolds	Past & Present		203	2009-05-01T00:00:00Z	pp. 137-179	Oxford University Press, The Past and Present Society	fla			
10.2307/40603090	10.2307/40603090	Neo-Calligraphy: Religious Authority and Media Technology in Contemporary Shiite Islam	MORGAN CLARKE	Comparative Studies in Society and History	52	2	2010-04-01T00:00:00Z	pp. 351-383	Cambridge University Press	fla			
10.2307/20752947	10.2307/20752947	Siena on the Silk Roads: Ambrogio Lorenzetti and the Mongol Global Century, 1250-1350	ROXANN PRAZNIAK	Journal of World History	21	2	2010-06-01T00:00:00Z	pp. 177-217	University of Hawai'i Press	fla		The Mongol Empire opened intellectual exchange across the Eurasian expanse, generating a century of translocal creativity and cultural innovation. Major artistic centers under the Mongol Ilkhanate, including the workshops of Tabriz, evolved eclectic styles fusing elements from Iranian, Chinese, and Tibetan traditions among others. Sienese merchants and artists developed reciprocal contact with these centers and a growing awareness of Mongol cultural politics. Viewed in their Eurasian context, two frescoes by Sienese artist Ambrogio Lorenzetti, The Effects of Good Government and Martyrdom of the Franciscans, reframe and expand our understanding of the dynamic cultural pluralism that shaped our early modern history.	
10.2307/25643870	10.2307/25643870	CHRISTIAN IDEALS OF MANLINESS IN THE EIGHTEENTH AND EARLY NINETEENTH CENTURIES	WILLIAM VAN REYK	The Historical Journal	52	4	2009-12-01T00:00:00Z	pp. 1053-1073	Cambridge University Press	fla		Christian ideals of manliness were articulated by writers across the religious spectrum throughout the eighteenth and early nineteenth centuries. At their heart was the shared ideal of the imitation of Christ, an all-encompassing Christian ideal of personhood. Whilst non-partisanship was itself an important ideal, theological differences and disagreements over the strictness of ideals led to accusations that some Christians, attacked as 'moralists' or 'enthusiasts', undermined or neglected ideals of manliness. At the same time, there were attempts to associate Christian ideals of manliness exclusively with the emerging 'Evangelical' party. In the historiography of masculinity in the eighteenth and early nineteenth centuries, however, Christian ideals have often been marginalized, and, when considered, they have tended to be misconstrued by the adoption of church-party approaches. This review offers a detailed critique of Leonore Davidoff and Catherine Hall's account of Evangelical ideals of manliness in Family fortunes: men and women of the English middle class, 1780–1850 (1987; rev. edn, 2002). Their notion of distinctive 'Evangelical' ideals of manliness does not withstand scrutiny, and the key concepts associated with them, including 'domesticity', 'the calling', 'the world', 'public', and 'private', demand revision. At the same time, they gave insufficient consideration to 'solitude' and 'charity'.	
10.2307/27771568	10.2307/27771568	Girl power: the European marriage pattern and labour markets in the North Sea region in the late medieval and early modern period	TINE DE MOOR, JAN LUITEN VAN ZANDEN	The Economic History Review	63	1	2010-02-01T00:00:00Z	pp. 1-33	Economic History Society, Wiley	fla			
10.2307/40960934	10.2307/40960934	THE SURVIVAL OF THE "PAYS D'ÉTATS:" THE EXAMPLE OF PROVENCE	Rafe Blaufarb	Past & Present		209	2010-11-01T00:00:00Z	pp. 83-116	Oxford University Press, The Past and Present Society	fla			
10.2307/40802109	10.2307/40802109	"THE ATTILA THE HUN LAW": NEW YORK’S ROCKEFELLER DRUG LAWS AND THE MAKING OF A PUNITIVE STATE	Julilly Kohler-Hausmann	Journal of Social History	44	1	2010-10-01T00:00:00Z	pp. 71-95	Oxford University Press	fla		In 1973, New York's Governor Nelson Rockefeller responded to panic about soaring heroin use by renouncing his aggressive treatment programs and enacting the most punitive drug policy in the United States. His "Rockefeller Drug Laws" mandated sentences up to life in prison for selling any narcotics. These punishments, comparable to the penalties for murder, served as models for subsequent "War on Drugs" policies enacted across the nation. This article explores the ideological and political work accomplished by this high profile legislation— for policy makers, for members of the general public who clamored for "get tough" strategies, and for the drug users targeted by the statutes. The laws were a repudiation of liberal treatment programs and specialists' expertise, and provided a forum to remake the much-maligned welfare state into a stern, macho vehicle for establishing order in society. Increasingly punitive policies constricted the rights of drug users by rhetorically constructing "addicts" and "pushers" as outside of the polity and as the antithesis of full citizens. Therefore, the Rockefeller Drug Laws not only had devastating effects on drug offenders, but also were instrumental in the profound renegotiation of the state's role and responsibilities.	
10.2307/40802015	10.2307/40802015	A PARODY ON THE LAW: ORGANIZED LABOR, THE CONVICT LEASE, AND IMMIGRATION IN THE MAKING OF THE TEXAS STATE CAPITOL	Ethan Blue	Journal of Social History	43	4	2010-07-01T00:00:00Z	pp. 1021-1044	Oxford University Press	fla		In 1884, the Texas Capitol's builders brought prisoners from the state's convict lease to cut costs and maximize profits. Members of the National Granite Cutters Union were outraged, and refused to train the prisoners to work on such a symbolically important project. In response, the builders sent to Aberdeen, Scotland, and, in direct violation of the Foran Act, contracted Scots workers to break the Union's boycott. Prisoners resisted exploitation in numerous ways, but the granite cutters, white men with citizenship status, brought legal suit against the builders. The subjects of this literal story of state-formation— black, white, and Mexican convicts, skilled Scottish immigrants, organized white male workers and their enemies — confronted each other's visions of American citizenship. Moreover, the case revealed how the Foran Act's meaning was transformed from its original intent— skilled workers trying to exclude skilled strikebreakers— to the nativist prohibition of pauper labor. It also revealed the how the convict lease system was refined to support an emergent segregated system. In each stage of building the capítol, the large lessons were clear. Elites who broke the law would be hardly penalized, while a poor man who stole a cow could be worked to death.	
10.2307/40864793	10.2307/40864793	The Aesthetics of Public Visibility: Alevi "Semah" and the Paradoxes of Pluralism in Turkey	KABIR TAMBAR	Comparative Studies in Society and History	52	3	2010-07-01T00:00:00Z	pp. 652-679	Cambridge University Press	fla			
10.2307/40264173	10.2307/40264173	Early Nineteenth-Century Scottish Military Pensioners as Homecoming Soldiers	J. E. Cookson	The Historical Journal	52	2	2009-06-01T00:00:00Z	pp. 319-341	Cambridge University Press	fla		This article makes use of the data-rich sources, little used by historians, relating to rank and file soldiers, especially those who became Chelsea Hospital outpensioners. It particularly seeks to find out the migration history of such men in the years after Waterloo, focusing on Scots. The conclusion is that Scots were under-represented among soldiers who became imperial settlers. There appear to be good reasons for Scots finding colonial conditions uncongenial, and, in this respect, there was little difference between the 'Napoleonic' soldiery and the succeeding generation who belonged more definitely to an imperial service army. Most, in fact, returned to Scotland, and then to that part of the country familiar to them. Moreover, they refute an image of veterans as marginalized men. They are shown, on the whole, to have settled back into civilian society with surprising ease, law-abiding rather than lawless, respected rather than despised or feared.	
10.2307/41300051	10.2307/41300051	MINIMALISM AND VICTIM TESTIMONY	CAROLYN J. DEAN	History and Theory	49	4	2010-12-01T00:00:00Z	pp. 85-99	Wesleyan University, Wiley	fla		This essay renews a discussion of how historians do, and should, represent atrocity. It argues that the problems of representing extreme violence remain under-conceptualized; in this context it discusses the strengths and weaknesses of minimalism, a style prevalent both in historiography and in an intellectual culture that values understatement in approaches to violence. The essay traces the general cultural preference for minimalist narratives of suffering, which, it claims, is driven by the widespread conviction that experimental and exuberant narratives convert victims' suffering into kitsch. It then focuses on two works, by Saul Friedländer and by Jan Gross, on the history of Jewish victims during and after the Second World War in order to assess how each uses sophisticated minimalist understatement to represent suffering, but with radically different effects. Finally, it asks historians to reflect upon the representation of extreme events by focusing on narrative style, on questions of ethics, and on the cultural narratives within which their own work on suffering and violence is inevitably embedded—especially given that historians are paying increasing attention to violent events that generate tremendous difficulties in relation to the representation both of victims and perpetrators.	
10.2307/40864794	10.2307/40864794	Secularism: Conceptual Genealogy or Political Dilemma?	JOHN R. BOWEN	Comparative Studies in Society and History	52	3	2010-07-01T00:00:00Z	pp. 680-694	Cambridge University Press	fla			
10.2307/41300050	10.2307/41300050	WHERE DO WE GO FROM HERE? JUBILEE REPORT ON "HISTORY AND THEORY"	AVIEZER TUCKER	History and Theory	49	4	2010-12-01T00:00:00Z	pp. 64-84	Wesleyan University, Wiley	fla		Progress in understanding, clarifying, forming, and devising methods for analyzing, eliminating, or resolving the problems of the philosophies of history and historiography requires integration with other branches of philosophy such as metaphysics, epistemology, the philosophy of science, the philosophy of mind, and ethics. Conversely, mainstream philosophical theories would benefit from confronting the problems of the philosophies of history and historiography. Solving the problems of the philosophies of historiography and history requires considering historiography as continuous with philosophy. This approach is exemplified by examining metaphysical issues in the philosophy of history– historical contingency, necessity, determination, causation, over-determination, and under-determination–as well as investigating the epistemology of testimony for its relevance to the epistemology of our knowledge of the past. Inference from multiple testimonies is a particular case of a general model of inference, one in which scientists infer a common cause from multiple sources of evidence that preserve similar information about their common causes. The historical sciences–history, phylogeny, evolutionary biology, comparative historical linguistics, and cosmology–all infer common causes or origins. The theoretical sciences are not interested in any particular token event, but in types of events, whereas, in contrast, the historical sciences attempt to infer common-cause tokens. The main reasons for the absence of decisive progress in the philosophy of historiography along the promising directions the article outlines are external: random, adverse institutional and market conditions that block the professionalization of the field.	
10.2307/27696487	10.2307/27696487	Escaping the Laboratory: The Rodent Experiments of John B. Calhoun & Their Cultural Influence	Edmund Ramsden, Jon Adams	Journal of Social History	42	3	2009-04-01T00:00:00Z	pp. 761-792	Oxford University Press	fla		In John B. Calhoun's early crowding experiments, rats were supplied with everything they needed—except space. The result was population boom, followed by such severe psychological disruption that the animals died off to extinction. The take-home message was that crowding resulted in pathological behavior—in rats and by extension in humans. For those pessimistic about Earth's "carrying capacity," the macabre spectacle of this "behavioral sink" was a compelling symbol of the problems awaiting overpopulation. Calhoun's work enjoyed considerable popular success. But cultural influence can run both ways. In this paper, we look at how the cultural impact of Calhoun's experiments resulted in a simplified, popular version of his work coming to overshadow the more nuanced and positive message he wanted to spread, and how his professional reputation was affected by this popular "success."	
10.2307/40836693	10.2307/40836693	Railways and Price Convergence in British India	Tahir Andrabi, Michael Kuehlwein	The Journal of Economic History	70	2	2010-06-01T00:00:00Z	pp. 351-377	Cambridge University Press, Economic History Association	fla		The period 1861 to 1920 witnessed sharp price convergence in British Indian grain markets. Previous research attributed this to the construction of railways.But tests examining price differences between districts provide surprisingly weak support for that hypothesis. Railways mattered, but seem capable of explaining only about 20 percent of the decline in price dispersion. One explanation may be that India was a partially integrated economy at the time of railroad expansion.Lines connecting districts on preexisting trade routes had very small price effects.There is also some evidence of a "border effect" on lines between British India and princely states.	
10.2307/25790371	10.2307/25790371	CULTURE OF REMEMBRANCE IN LATE CHOSŎN KOREA: BRINGING AN UNKNOWN WAR HERO BACK INTO HISTORY	Sun Joo Kim	Journal of Social History	44	2	2010-01-01T00:00:00Z	pp. 563-585	Oxford University Press	fla		Numerous scholarly works have been produced on "memory projects" as the culture and politics of nation-states in the modern world. Yet remaking of the past is not the monopoly of modernity. This paper investigates the problem of engineering memory in Chosǒn Korea (1392–1910) through the case of Kim Kyǒngsǒ, a commanding general during the Ming-Chosǒn joint war against the rising Jurchen in 1619. I examine competing memories constructed by various social political groups and the historical and cultural contexts in which such construction took place. In particular, I analyze the processes of inventing, commemorating, and enshrining "public memory" as a way for a disadvantaged social group of local elites from Chosǒn's northwestern region to overcome social and political discrimination against them.	
10.2307/40865669	10.2307/40865669	THE DEVELOPMENT OF POOR RELIEF IN LANCASHIRE, c. 1598-1680	JONATHAN HEALEY	The Historical Journal	53	3	2010-09-01T00:00:00Z	pp. 551-572	Cambridge University Press	fla		The development of the poor law has formed a key element of recent discussions of 'state formation' in early modern England. There are, however, still few local studies of how formal poor relief, stipulated in the great Tudor statutes, was implemented on the ground. This article offers such a study, focusing on Lancashire, an economically marginal county, far from Westminster. It argues that the poor law developed in Lancashire surpnsingly quickly in the early seventeenth century, despite the fact that there is almost no evidence of implementation of statutory relief before 1398, and formal relief mechanisms were essentially in place before the Civil War even if the numbers on relief remained small. After a bnef hiatus during the conflict, the poor law was quickly revived in the 1630s. The role of the magistracy is emphasized as a crucial dnving force, not just in the enforcement of the statutes, but also in setting relief policy. The thousands of petitions toJPs by paupers, panshes, and townships that survive in the county archives suggests that magistrates were crucial players in the ' politics of the parish'.	
10.2307/20685430	10.2307/20685430	EVANGELICAL MALE FRIENDSHIPS IN AMERICA'S FIRST AGE OF REFORM	Jessica Warner	Journal of Social History	43	3	2010-04-01T00:00:00Z	pp. 681-705	Oxford University Press	fla		To read the current literature on nineteenth-century friendships is to walk away with the impression that they were far more demonstrative, emotionally as well as physically, than is the case today. This impression can be traced back to a seminal article by Carroll Smith-Rosenberg, and it repeats, with variants and caveats, in the literature on the same-sex friendships of nineteenth-century men. A closer look at the sources reveals that almost all of the people in question were Unitarian or Unitarian-leaning, and as such well outside the American mainstream. In this article I explore the phenomenon of evangelical male friendships, and come to three basic conclusions: (1) the conscientious evangelical placed his relationship with God above those with friends and family; (2) that relationship constrained his behavior, encouraging a reserve in all of his interactions; and (3) there is no reason to assume that his relationships with other men were emotionally more intense-and more fulfilling-than his relationship with his wife. The article questions asks whether romantic friendships were in fact a fleeting and isolated phenomenon in nineteenth-century America, and suggests that the reticence evangelicals observed in their friendships lent itself to a growing mistrust of non-familial relationships.	
10.2307/40661829	10.2307/40661829	Balancing the Local and the Global: The American Civil War in Western Canadian Classrooms	Frank Towers	The Journal of American History	96	4	2010-03-01T00:00:00Z	pp. 1100-1103	Organization of American Historians	fla			
10.2307/40802014	10.2307/40802014	THE ENVIRONMENT OF WARTIME MIGRATION: LABOR TRANSFERS FROM THE BRAZILIAN NORTHEAST TO THE AMAZON DURING WORLD WAR II	Seth Garfield	Journal of Social History	43	4	2010-07-01T00:00:00Z	pp. 989-1019	Oxford University Press	fla		Subsequent to the Japanese invasion of the Malayan peninsula in February 1942 which severed access to traditional latex markets, the United States subsidized mass labor transfers from the Brazilian Northeast to the Amazon forest to increase rubber output. The regime of Getulio Vargas, which favored Northeastern migration as a geopolitical measure to occupy the frontier and as a safety valve for the drought-stricken backlands, promised protective measures and financial gain to workers. Whereas postwar revisionist scholarship has tended to view migrants as stupefied by drought and duped by regime propaganda, this essay argues that labor flows to the Amazon must be understood in the context of broader historical patterns of Northeastern migration to the Amazon; the socioeconomic inequalities of the Northeast and the differential impact of drought on its peasantry; state policies to manage social crisis; wartime dislocations and opportunities; and the gendered and generational norms inflecting Northeastern migration. Enveloping populations at the margins of the Brazilian nation-state and Allied military theaters, Northeastern wartime migration to the Amazon reveals the interplay and tensions among local, national, and global factors that shape "personal" decisions and historical outcomes.	
10.2307/40538642	10.2307/40538642	Patterns of International Investment in Spain, 1850-2005	Núria Puig, Rafael Castro	The Business History Review	83	3	2009-10-01T00:00:00Z	pp. 505-537	The President and Fellows of Harvard College	fla		International capital flows are strongly influenced by countryspecific patterns that can be best understood in historical and comparative perspective. A long-term empirical analysis of French and German investment in Spain reveals that the core capabilities of foreign firms and their relations with local partners have spurred the rise and development of two national models of international investment, characterized here as "political" and "technical." The research identifies the main actors and the ownership advantages of the two models that have proved to be so resilient over time.	
10.2307/40538682	10.2307/40538682	The Structure of the News Market in Britain, 1870-1914	Jonathan Silberstein-Loeb	The Business History Review	83	4	2009-12-01T00:00:00Z	pp. 759-788	The President and Fellows of Harvard College	fla		In this essay, I grapple with three main questions: What effect did the nationalization of telegraphy in 1868-70 have on the structure of the news market in Britain? How did this market structure affect the pricing and supply of news? What effects did subsequent technological change have on the structure of the news market? I show that nationalization resulted in a tripartite market arrangement characterized by collusion that benefited the provincial press over the London press, but retarded the productivity of the General Post Office and the adoption of new technology.	
10.2307/40865687	10.2307/40865687	IRENIC PATRIOTISM IN SIXTEENTH- AND SEVENTEENTH-CENTURY GERMAN POLITICAL DISCOURSE	ALEXANDER SCHMIDT	The Historical Journal	53	2	2010-06-01T00:00:00Z	pp. 243-269	Cambridge University Press	fla		This article analyses the interplay of arguments for religious reconciliation and peace on the one hand andapatnotic vocabulary or programme in the late sixteenth and early seventeenth centuries on the other. Focusing on different phases of irenic debate in the Empire, varìous types of what will be termed 'irenic patnotism' will be identified. Irenic patnotism could employ both utilitanan politique and more pnncipled arguments for a religious peace. Finally, a consideration of Hugo Grotius's irenicum, which drew heavily on German sources, will show how a distinct humanist cntique of theological controversies and their political consequences resulted in an emphasis on a minimalist and ethical concept of Christianity, as well as the idea of a total submission of the church and its doctrìnes to the authorìty of the magistrate and the patria. The distinctively civil type ofirenicism, which arose fiom this debate, was less concerned with the unity of the church than with the integrity of the civitas, respublica, and patria.	
10.2307/25643868	10.2307/25643868	ITALIAN SOCIETY UNDER ANGLO-AMERICAN BOMBS: PROPAGANDA, EXPERIENCE, AND LEGEND, 1940–1945	CLAUDIA BALDOLI, MARCO FINCARDI	The Historical Journal	52	4	2009-12-01T00:00:00Z	pp. 1017-1038	Cambridge University Press	fla		The Italian experience of being bombed has been neglected in the historiography of the Second World War, especially in English. This marginalization is not justified by the record of events; according to official estimates, Italian civilian victims of bombing numbered around 60,000. The reaction of the Italian population to air raids was carefully evaluated and discussed by the Allies, who decided to hit civilians living near industrial areas with a view to testing their psychological resistance. The article focuses on the civilians' reactions to death coming from the sky, by examining their response to both Anglo-American and Fascist propaganda, and to the experience of the raids at different stages of the war. It analyses the ways in which civilians coped with the collapse of state defences (including the creation of legends and the spreading of rumours independent of state propaganda), and the psychologically complex and shifting response to bombers who introduced themselves as liberators. The research presented is based on archival sources, particularly prefects' reports from different parts of Italy to the Ministry of Interior, on both Anglo-American and Fascist propaganda, newspaper articles, and civilians' diaries.	
10.2307/25622474	10.2307/25622474	Circulating Race and Empire: Transnational Labor Activism and the Politics of Anti-Asian Agitation in the Anglo-American Pacific World, 1880-1910	Kornel Chang	The Journal of American History	96	3	2009-12-01T00:00:00Z	pp. 678-701	Organization of American Historians	fla			
10.2307/40802111	10.2307/40802111	"BESSIE DONE CUT HER OLD MAN": RACE, COMMON-LAW MARRIAGE, AND HOMICIDE IN NEW ORLEANS, 1925-1945	Jeffrey S. Adler	Journal of Social History	44	1	2010-10-01T00:00:00Z	pp. 123-143	Oxford University Press	fla		This essay examines domestic homicide in early twentieth-century New Orleans. African-American residents killed their domestic partners at eight times the rate of white New Orleanians, and these homicides were most often committed by women, who killed their partners at fifteen times the rate of white women. Common-law marriages proved to be especially violent among African-American residents. Based on nearly two hundred cases identified in police records and other sources as partner killings between 1925 and 1945, this analysis compares lethal violence in legal marriages and in common-law unions. It also explores the social and institutional forces that buffeted common-law marriages, making this the most violent domestic arrangement and contributing to the remarkably high rate of spousal homicide by African-American women in early twentieth-century New Orleans.	
